codigo,tipo,descricao,cidade,estado,data,ano,hora,aeronave_liberada,status_investigacao,aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_tipo,aeronave_fabricante,motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_fase_operacao,aeronave_nivel_dano
78591,INCIDENTE,INCURSÃO EM PISTA,BARREIRAS,BA,2019-03-14,2019,18:17:00,SIM,FINALIZADA,2,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,6,1996,BRASIL,DECOLAGEM,NENHUM
78593,INCIDENTE,COM TREM DE POUSO,BRASÍLIA,DF,2019-03-15,2019,14:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,184,2001,BRASIL,DESCIDA,NENHUM
78595,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,PARAÚNA,GO,2019-02-19,2019,12:00:00,NÃO,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,2003,BRASIL,VOO A BAIXA ALTURA,LEVE
78596,INCIDENTE,FALHA DO MOTOR EM VOO,COARI,AM,2019-03-16,2019,12:55:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,21,1980,BRASIL,DECOLAGEM VERTICAL,LEVE
78597,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,BRASÍLIA,DF,2019-03-16,2019,22:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,125,2011,BRASIL,CRUZEIRO,NENHUM
78599,INCIDENTE GRAVE,PANE SECA,TUPACIGUARA,MG,2019-03-19,2019,13:20:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2,1978,BRASIL,CRUZEIRO,NENHUM
78601,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO,RJ,2019-03-08,2019,21:37:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,21,2012,BRASIL,CRUZEIRO,NENHUM
78603,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,SÃO JOSÉ DOS PINHAIS,PR,2019-03-16,2019,03:20:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,3,1976,BRASIL,SUBIDA,LEVE
78604,INCIDENTE,FUMAÇA NA CABINE,SÃO JOSÉ DOS PINHAIS,PR,2019-03-20,2019,21:20:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,75,2013,BRASIL,OPERAÇÃO DE SOLO,NENHUM
78605,ACIDENTE,COM TREM DE POUSO,CAIABU,SP,2019-03-21,2019,20:00:00,SIM,ATIVA,1,SIM,AVIÃO,AIR TRACTOR,TURBOÉLICE,MONOMOTOR,1,2007,BRASIL,DECOLAGEM,SUBSTANCIAL
78606,INCIDENTE,ESTOURO DE PNEU,CURITIBA,PR,2019-03-12,2019,12:25:00,SIM,FINALIZADA,1,NÃO,AVIÃO,RAYTHEON AIRCRAFT,PISTÃO,BIMOTOR,0,0,BRASIL,CORRIDA APÓS POUSO,LEVE
78607,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,MATÃO,SP,2019-03-22,2019,12:30:00,SIM,ATIVA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,1982,BRASIL,MANOBRA,SUBSTANCIAL
78608,ACIDENTE,COLISÃO COM FAUNA,SANTA INÊS,MA,2019-03-21,2019,11:20:00,SIM,ATIVA,1,NÃO,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,8,1982,BRASIL,CORRIDA APÓS POUSO,SUBSTANCIAL
78609,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,CAFEZAL DO SUL,PR,2019-03-22,2019,11:40:00,SIM,ATIVA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,4,2009,BRASIL,MANOBRA,SUBSTANCIAL
78610,ACIDENTE,INDETERMINADO,BENTO GONÇALVES,RS,2019-03-23,2019,18:08:00,NÃO,ATIVA,1,NÃO,AVIÃO,AVIONS MUDRY,PISTÃO,MONOMOTOR,2,1988,BRASIL,DECOLAGEM,DESTRUÍDA
78612,ACIDENTE,POUSO BRUSCO,BIRITIBA-MIRIM,SP,2019-03-23,2019,15:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1977,BRASIL,POUSO,SUBSTANCIAL
78616,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPINA VERDE,MG,2019-03-18,2019,20:00:00,SIM,FINALIZADA,1,NÃO,ULTRALEVE,PARADISE INDUSTRIA AERONÁUTICA LTDA.,PISTÃO,MONOMOTOR,1,2017,BRASIL,CRUZEIRO,SUBSTANCIAL
78617,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,NOVA ANDRADINA,MS,2019-03-25,2019,11:00:00,SIM,ATIVA,1,SIM,AVIÃO,AIR TRACTOR,TURBOÉLICE,MONOMOTOR,1,1991,BRASIL,DECOLAGEM,SUBSTANCIAL
78619,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,MONTIVIDIU,GO,2019-03-24,2019,17:00:00,SIM,ATIVA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,MONOMOTOR,1,2010,BRASIL,DECOLAGEM,SUBSTANCIAL
78620,ACIDENTE,FALHA DO MOTOR EM VOO,BOM JESUS DOS PERDÕES,SP,2019-03-27,2019,13:36:00,SIM,FINALIZADA,1,NÃO,ULTRALEVE,PRISCILA CABRAL FIGUEIREDO,PISTÃO,MONOMOTOR,2,2011,BRASIL,SUBIDA,SUBSTANCIAL
78623,INCIDENTE,FALHA DO MOTOR EM VOO,NAVEGANTES,SC,2019-03-21,2019,14:59:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,75,0,BRASIL,SUBIDA,NENHUM
78624,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,PONTA PORÃ,MS,2019-03-17,2019,18:14:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,6,1997,BRASIL,DECOLAGEM,NENHUM
78625,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELO HORIZONTE,MG,2019-03-31,2019,17:43:00,SIM,FINALIZADA,1,NÃO,AVIÃO,ISRAEL AIRCRAFT,JATO,BIMOTOR,10,1979,BRASIL,DECOLAGEM,NENHUM
78626,ACIDENTE,PERDA DE CONTROLE EM VOO,GUAPÉ,MG,2019-03-30,2019,15:00:00,SIM,FINALIZADA,1,NÃO,INDETERMINADO,INDETERMINADO,INDETERMINADO,SEM TRAÇÃO,0,0,BRASIL,MANOBRA,DESTRUÍDA
78627,INCIDENTE GRAVE,EXCURSÃO DE PISTA,GOIATUBA,GO,2019-03-29,2019,20:00:00,SIM,FINALIZADA,1,SIM,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1,1977,BRASIL,DECOLAGEM,LEVE
78628,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,GAVIÃO PEIXOTO,SP,2019-03-26,2019,12:45:00,SIM,FINALIZADA,1,NÃO,INDETERMINADO,INDETERMINADO,INDETERMINADO,SEM TRAÇÃO,0,0,BRASIL,CRUZEIRO,NENHUM
78629,ACIDENTE,SUPERAQUECIMENTO,CAMPINAS,SP,2019-04-01,2019,02:47:00,NÃO,ATIVA,1,NÃO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,7,1982,BRASIL,SUBIDA,SUBSTANCIAL
78631,INCIDENTE,OUTROS,SÃO JOSÉ DOS PINHAIS,PR,2019-04-02,2019,18:02:00,SIM,FINALIZADA,1,NÃO,INDETERMINADO,INDETERMINADO,INDETERMINADO,SEM TRAÇÃO,0,0,BRASIL,ESTACIONAMENTO,NENHUM
78632,INCIDENTE,COM TREM DE POUSO,JUNDIAÍ,SP,2019-04-03,2019,13:40:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,11,2001,BRASIL,TÁXI,NENHUM
78635,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,OURO FINO,MG,2019-04-04,2019,14:05:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1980,BRASIL,SUBIDA,NENHUM
78636,INCIDENTE,FUMAÇA NA CABINE,CONFINS,MG,2019-04-03,2019,20:38:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,125,2011,BRASIL,TÁXI,NENHUM
78637,INCIDENTE,COLISÃO COM AVE,FORTALEZA,CE,2019-04-02,2019,21:27:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,0,0,BRASIL,APROXIMAÇÃO FINAL,LEVE
78638,INCIDENTE GRAVE,COMBUSTÍVEL,BELO HORIZONTE,MG,2019-03-30,2019,18:15:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1980,BRASIL,APROXIMAÇÃO FINAL,NENHUM
78640,ACIDENTE,FALHA DO MOTOR EM VOO,ABADIA DE GOIÁS,GO,2019-04-07,2019,20:00:00,SIM,ATIVA,1,NÃO,ULTRALEVE,INDETERMINADO,INDETERMINADO,SEM TRAÇÃO,0,0,BRASIL,CRUZEIRO,SUBSTANCIAL
78641,ACIDENTE,FALHA DO MOTOR EM VOO,SANTA ISABEL,GO,2019-04-08,2019,12:00:00,SIM,ATIVA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1971,BRASIL,CRUZEIRO,SUBSTANCIAL
78643,ACIDENTE,EXCURSÃO DE PISTA,BELO HORIZONTE,MG,2019-04-10,2019,12:00:00,SIM,FINALIZADA,1,SIM,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1997,BRASIL,DECOLAGEM,SUBSTANCIAL
78645,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,FRANCISCO BELTRÃO,PR,2019-03-27,2019,17:09:00,SIM,FINALIZADA,1,NÃO,INDETERMINADO,INDETERMINADO,INDETERMINADO,INDETERMINADO,0,0,BRASIL,TÁXI,LEVE
78650,INCIDENTE,ESTOURO DE PNEU,UBATUBA,SP,2019-04-12,2019,15:20:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,2007,BRASIL,POUSO,LEVE
78651,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,BRASÍLIA,DF,2019-04-10,2019,08:24:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,193,2010,BRASIL,CRUZEIRO,NENHUM
78652,INCIDENTE GRAVE,EXCURSÃO DE PISTA,GOIÂNIA,GO,2019-04-12,2019,19:15:00,SIM,FINALIZADA,1,SIM,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,0,0,BRASIL,CORRIDA APÓS POUSO,SUBSTANCIAL
78653,INCIDENTE GRAVE,INDETERMINADO,CORUMBÁ,MS,2019-04-05,2019,12:55:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1998,BRASIL,CORRIDA APÓS POUSO,LEVE
78654,ACIDENTE,EXCURSÃO DE PISTA,NOVO PROGRESSO,PA,2019-04-12,2019,09:58:00,SIM,ATIVA,1,SIM,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,0,0,BRASIL,DECOLAGEM,SUBSTANCIAL
78655,ACIDENTE,EXCURSÃO DE PISTA,RIACHÃO DAS NEVES,BA,2019-04-11,2019,20:30:00,SIM,FINALIZADA,1,SIM,AVIÃO,AIR TRACTOR,TURBOÉLICE,MONOMOTOR,1,1998,BRASIL,POUSO,SUBSTANCIAL
78656,ACIDENTE,PERDA DE CONTROLE EM VOO,BELO HORIZONTE,MG,2019-04-13,2019,18:00:00,SIM,ATIVA,1,NÃO,AVIÃO,SOCATA,PISTÃO,MONOMOTOR,4,1971,BRASIL,CIRCUITO DE TRÁFEGO,DESTRUÍDA
78657,INCIDENTE GRAVE,COM HÉLICE,PORECATU,PR,2019-04-12,2019,19:06:00,SIM,FINALIZADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,2001,BRASIL,CRUZEIRO,LEVE
78661,ACIDENTE,OUTROS,ALMEIRIM,PA,2019-04-12,2019,16:00:00,NÃO,ATIVA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,6,1974,BRASIL,CRUZEIRO,INDETERMINADO
78662,INCIDENTE,FALHA DO MOTOR EM VOO,SÃO PAULO,SP,2019-04-15,2019,18:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2,1973,BRASIL,DECOLAGEM,NENHUM
78665,INCIDENTE,EXCURSÃO DE PISTA,CARAUARI,AM,2019-04-16,2019,14:52:00,SIM,FINALIZADA,1,SIM,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,11,2009,BRASIL,TÁXI,NENHUM
78669,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO ALEGRE,RS,2019-04-17,2019,13:34:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,1979,BRASIL,DESCIDA,NENHUM
78673,INCIDENTE,ESTOURO DE PNEU,SÃO PAULO,SP,2019-04-18,2019,15:40:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,6,1993,BRASIL,POUSO,LEVE
78674,INCIDENTE,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ DO RIO PRETO,SP,2019-04-18,2019,18:50:00,SIM,FINALIZADA,1,SIM,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,3,1992,BRASIL,ARREMETIDA NO SOLO,LEVE
78683,INCIDENTE,MANOBRA ABRUPTA,GUARULHOS,SP,2019-04-21,2019,10:05:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,172,2012,BRASIL,APROXIMAÇÃO FINAL,NENHUM
78684,INCIDENTE,FOGO NO SOLO,GUARULHOS,SP,2019-04-20,2019,14:24:00,SIM,FINALIZADA,1,NÃO,INDETERMINADO,FABRICANTE DESCONHECIDO,INDETERMINADO,INDETERMINADO,0,0,BRASIL,DECOLAGEM,INDETERMINADO
78690,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,SÃO PAULO DE OLIVENÇA,AM,2019-05-15,2019,05:00:00,NÃO,ATIVA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,22,2009,BRASIL,SUBIDA,NENHUM
78695,ACIDENTE,PERDA DE CONTROLE EM VOO,ESTÂNCIA,SE,2019-05-27,2019,18:30:00,NÃO,ATIVA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,4,1974,BRASIL,CRUZEIRO,DESTRUÍDA
78696,INCIDENTE,ESTOURO DE PNEU,BELO HORIZONTE,MG,2019-05-26,2019,14:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2,1977,BRASIL,POUSO,INDETERMINADO
78697,INCIDENTE,COLISÃO COM FAUNA,SÃO PAULO,SP,2019-04-24,2019,16:29:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2,1973,BRASIL,DECOLAGEM,NENHUM
78698,INCIDENTE,COM TREM DE POUSO,BELO HORIZONTE,MG,2019-05-23,2019,15:40:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,6,2004,BRASIL,CRUZEIRO,NENHUM
78699,INCIDENTE,EXCURSÃO DE PISTA,CAMPO NOVO DO PARECIS,MT,2019-04-24,2019,19:40:00,SIM,FINALIZADA,1,SIM,AVIÃO,AIR TRACTOR,TURBOÉLICE,MONOMOTOR,0,0,BRASIL,CORRIDA APÓS POUSO,LEVE
78700,INCIDENTE,FALHA DO MOTOR EM VOO,BELO HORIZONTE,MG,2019-05-22,2019,14:20:00,SIM,FINALIZADA,1,NÃO,INDETERMINADO,INDETERMINADO,INDETERMINADO,SEM TRAÇÃO,0,0,BRASIL,CRUZEIRO,NENHUM
78701,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,GOIÂNIA,GO,2019-05-22,2019,14:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1979,BRASIL,SUBIDA,NENHUM
78702,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,GUARULHOS,SP,2019-05-20,2019,01:06:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,166,2002,BRASIL,CRUZEIRO,LEVE
78703,ACIDENTE,PERDA DE CONTROLE EM VOO,RIBEIRÃO DAS NEVES,MG,2019-04-24,2019,22:20:00,NÃO,ATIVA,1,NÃO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,6,2011,BRASIL,DESCIDA DESCONTROLADA,SUBSTANCIAL
78704,INCIDENTE,ESTOURO DE PNEU,GUARULHOS,SP,2019-05-20,2019,19:25:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,232,2011,BRASIL,DECOLAGEM,LEVE
78706,INCIDENTE,FALHA DO MOTOR EM VOO,SALVADOR,BA,2019-05-20,2019,13:28:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,7,1979,BRASIL,SUBIDA,LEVE
78707,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,VITÓRIA DA CONQUISTA,BA,2019-04-26,2019,15:15:00,SIM,FINALIZADA,1,NÃO,AVIÃO,MAULE AIRCRAFT,PISTÃO,MONOMOTOR,4,1986,BRASIL,DESCIDA,NENHUM
78708,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO,RJ,2019-05-19,2019,05:09:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,112,2009,BRASIL,APROXIMAÇÃO FINAL,NENHUM
78709,ACIDENTE,FALHA DO MOTOR EM VOO,BELÉM,PA,2019-05-18,2019,18:50:00,NÃO,ATIVA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,6,1979,BRASIL,DECOLAGEM,SUBSTANCIAL
78710,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,PARAGOMINAS,PA,2019-04-26,2019,18:40:00,SIM,ATIVA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,MONOMOTOR,1,2011,BRASIL,MANOBRA,SUBSTANCIAL
78711,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,LUZIÂNIA,GO,2019-05-18,2019,00:00:00,SIM,FINALIZADA,1,NÃO,ULTRALEVE,INDETERMINADO,INDETERMINADO,SEM TRAÇÃO,0,0,BRASIL,CRUZEIRO,LEVE
78712,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,CANARANA,MT,2019-05-16,2019,13:00:00,NÃO,ATIVA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,6,1988,BRASIL,DECOLAGEM,SUBSTANCIAL
78713,INCIDENTE,COLISÃO COM AVE,MANAUS,AM,2019-04-28,2019,20:18:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,125,2010,BRASIL,SUBIDA,LEVE
78714,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,PORTO VELHO,RO,2019-04-28,2019,16:05:00,INDETERMINADO,ATIVA,1,SIM,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,7,2004,BRASIL,POUSO,SUBSTANCIAL
78715,ACIDENTE,FALHA DO MOTOR EM VOO,AMAPORÃ,PR,2019-04-29,2019,23:15:00,SIM,ATIVA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,1998,BRASIL,CRUZEIRO,SUBSTANCIAL
78716,INCIDENTE,ESTOURO DE PNEU,SÃO PAULO,SP,2019-04-30,2019,00:03:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,20,1982,BRASIL,TÁXI,NENHUM
78717,ACIDENTE,PERDA DE CONTROLE EM VOO,VISCONDE DO RIO BRANCO,MG,2019-05-01,2019,22:45:00,SIM,FINALIZADA,1,NÃO,ULTRALEVE,MENDES-ADM PARTICIPACOES E EMPREENDIMENTOS LTDA,PISTÃO,MONOMOTOR,2,2011,BRASIL,MANOBRA,DESTRUÍDA
78718,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RECIFE,PE,2019-05-02,2019,21:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,278,0,BRASIL,CRUZEIRO,NENHUM
78719,INCIDENTE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,2019-05-03,2019,16:15:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,22,2009,BRASIL,DESCIDA,NENHUM
78720,INCIDENTE,ESTOURO DE PNEU,CURITIBA,PR,2019-05-16,2019,17:16:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,6,2009,BRASIL,CORRIDA APÓS POUSO,LEVE
78721,INCIDENTE,ESTOURO DE PNEU,MARABÁ,PA,2019-05-16,2019,16:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,6,1979,BRASIL,POUSO,NENHUM
78722,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,CAMPO GRANDE,MS,2019-05-15,2019,13:05:00,SIM,ATIVA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,0,0,BRASIL,SUBIDA,SUBSTANCIAL
78723,INCIDENTE,FUMAÇA NA CABINE,MANAUS,AM,2019-05-15,2019,02:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,8,1983,BRASIL,DESCIDA,NENHUM
78724,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPOS DOS GOYTACAZES,RJ,2019-05-14,2019,22:15:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,17,2013,BRASIL,CRUZEIRO,NENHUM
78725,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,ÁGUA BOA,MT,2019-05-14,2019,18:10:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,6,1977,BRASIL,POUSO,LEVE
78726,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,SANTA RITA,PB,2019-05-14,2019,23:02:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1952,BRASIL,CIRCUITO DE TRÁFEGO,LEVE
78727,INCIDENTE GRAVE,EXCURSÃO DE PISTA,PRIMAVERA DO LESTE,MT,2019-05-10,2019,18:30:00,SIM,FINALIZADA,1,SIM,AVIÃO,AIR TRACTOR,TURBOÉLICE,MONOMOTOR,1,2011,BRASIL,CORRIDA APÓS POUSO,LEVE
78728,ACIDENTE,INDETERMINADO,PARANAÍBA,MS,2019-05-09,2019,15:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,4,0,BRASIL,INDETERMINADA,SUBSTANCIAL
78730,ACIDENTE,COLISÃO COM FAUNA,PEROLÂNDIA,GO,2019-05-09,2019,23:30:00,SIM,ATIVA,1,SIM,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1,1977,BRASIL,DECOLAGEM,SUBSTANCIAL
78731,INCIDENTE,ESTOURO DE PNEU,CURITIBA,PR,2019-05-09,2019,22:37:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,2,1993,BRASIL,TÁXI,LEVE
78732,ACIDENTE,PANE SECA,SÃO JOÃO DEL REI,MG,2019-05-08,2019,18:05:00,SIM,ATIVA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,4,0,BRASIL,CRUZEIRO,SUBSTANCIAL
78733,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIBEIRÃO PRETO,SP,2019-05-08,2019,04:55:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,125,2015,BRASIL,SUBIDA,NENHUM
78735,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPO MOURÃO,PR,2019-06-06,2019,13:05:00,SIM,ATIVA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,1998,BRASIL,DECOLAGEM,SUBSTANCIAL
78737,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CASCAVEL,PR,2019-06-08,2019,23:25:00,SIM,ATIVA,1,NÃO,INDETERMINADO,INDETERMINADO,INDETERMINADO,SEM TRAÇÃO,0,0,BRASIL,OUTRA FASE,SUBSTANCIAL
78738,ACIDENTE,FALHA DO MOTOR EM VOO,IRANDUBA,AM,2019-06-08,2019,19:45:00,SIM,ATIVA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,1978,BRASIL,OUTRA FASE,NENHUM
78740,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MANAUS,AM,2019-06-15,2019,19:10:00,SIM,ATIVA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,52,1986,BRASIL,DECOLAGEM,SUBSTANCIAL
78741,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPO GRANDE,MS,2019-06-12,2019,22:00:00,SIM,ATIVA,1,NÃO,AVIÃO,RAYTHEON AIRCRAFT,PISTÃO,BIMOTOR,6,1986,BRASIL,CORRIDA APÓS POUSO,LEVE
